FSfamily date_laid date_Ass Pupated
F46 30.03.07 11.04.07 0
F46 30.03.07 11.04.07 0
F46 30.03.07 11.04.07 0
F46 30.03.07 11.04.07 0
F46 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F47 30.03.07 11.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F48 02.04.07 16.04.07 0
F49 02.04.07 12.04.07 0
F49 02.04.07 12.04.07 0
F49 02.04.07 12.04.07 0
F49 02.04.07 12.04.07 0
F49 02.04.07 12.04.07 0
F49 02.04.07 12.04.07 0
F49 02.04.07 12.04.07 0
F49 02.04.07 12.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
F50 04.04.07 16.04.07 0
